163,Aaliyah,59.717967,24.439420,50.412332,11.900579,8.462381
780,Aaniyah,59.324801,16.081334,78.824508,97.668630,23.285435
649,Aarya,30.134962,50.361040,1.269278,0.031723,0.025921
931,Abigail,36.740737,49.136789,81.133774,38.594278,31.741645
136,Ada,44.383968,28.943529,5.155318,37.081862,33.877129
731,Adalee,26.289017,36.884057,34.742088,86.091621,87.014997
509,Adaleigh,45.940338,32.162693,9.253668,69.831790,80.081050
275,Adalind,37.691430,32.317829,39.830199,25.385639,22.043020
346,Adaline,22.753905,11.632750,7.399109,84.437736,38.721058
592,Adalyn,27.084461,26.578071,87.759671,61.431615,13.986415
616,Adalynn,31.183981,11.349207,49.821331,0.628644,35.621560
84,Addalyn,43.954287,15.672402,54.620856,11.562818,86.127510
968,Addison,34.760760,37.040824,3.702787,93.732314,32.626075
973,Addisyn,39.383145,30.847201,70.603970,72.618230,86.647472
427,Adelaide,44.501831,27.880128,15.593329,66.817848,32.231169
860,Adelia,48.404357,34.822818,94.497147,90.922376,17.176207
93,Adella,40.645434,21.639804,8.964428,76.937097,76.011218
975,Adelyn,39.099189,38.455649,37.973641,2.074206,84.634612
980,Adelynn,55.863368,17.131498,82.162705,70.013700,82.368385
475,Adilene,47.890817,12.711874,89.655005,50.012606,92.353938
685,Adilynn,55.198336,13.774072,75.294235,68.336827,97.890082
944,Adira,30.132183,52.520325,26.669324,65.697178,57.184715
5,Adley,39.991140,34.642045,67.816350,86.117824,85.214712
733,Adriana,36.986863,12.406533,56.413090,88.133508,73.207509
359,Adrianna,31.372391,40.422034,0.859867,4.140026,88.857350
96,Adrienne,48.877843,20.549480,75.963149,42.169448,78.054976
745,Aila,35.494843,35.982274,41.057347,42.143908,38.249814
933,Ailani,55.496235,38.582522,50.000035,9.635617,27.324194
86,Ainsley,32.270606,55.831908,97.822423,67.646868,30.598144
501,Aislinn,35.017284,14.888569,54.947674,30.004070,21.747843
790,Aislynn,30.248491,44.398259,89.289301,82.053627,69.381887
343,Aitana,52.369255,47.496566,56.756403,3.354304,72.476804
890,Aiyana,26.621331,36.565128,25.280945,29.677751,97.771620
588,Alaia,20.726682,34.017384,55.982269,43.778740,92.799935
909,Alana,51.091197,23.941981,45.302754,32.994538,22.563931
960,Alani,46.208997,14.707881,48.998843,20.964068,43.333538
521,Alanna,23.512959,49.752285,62.278668,76.159032,18.905533
79,Alaya,52.761662,38.762840,27.686091,45.964000,4.808753
740,Alayah,45.644446,15.942731,69.312891,10.760566,70.541456
377,Alayna,33.000313,52.380405,30.029413,29.459386,91.014134
753,Aleigha,38.119995,13.653269,38.099805,36.223397,0.600529
360,Alejandra,28.375254,16.943443,76.748756,28.246148,27.200467
170,Alena,51.008165,47.757067,17.851334,51.191082,94.405016
354,Alexa,30.415372,51.961690,24.230213,26.631448,94.141213
547,Alexandria,46.424237,59.965086,76.799942,80.515116,53.038872
129,Aleyah,47.514020,44.289412,91.314977,98.861470,24.877945
452,Alia,30.110539,12.187227,69.648651,57.037105,66.355722
408,Aliana,40.499538,46.474263,57.653213,15.879573,6.790354
770,Alianna,46.060130,32.524755,62.234342,96.122348,15.740548
579,Alice,38.965298,43.123522,87.695720,79.016344,63.451202
149,Alina,41.530863,39.055830,27.456357,68.426695,79.352106
877,Alisa,24.156694,41.877455,46.827629,16.684904,19.930634
651,Alisha,39.003122,39.162388,33.595461,25.549120,92.241592
122,Alison,34.808829,41.313044,11.548723,71.947135,65.265223
527,Alisson,42.661806,52.864585,2.303775,35.518909,90.461047
948,Alivia,38.917150,52.672662,77.363399,30.076174,79.698421
555,Aliya,42.860018,58.875504,20.279915,11.374755,88.947533
59,Aliyah,28.348696,21.251996,36.988892,65.413455,29.904861
657,Aliyana,42.166026,45.471130,45.846246,68.358714,18.125529
727,Aliza,32.239136,58.304396,38.230396,71.868477,32.149883
755,Allie,59.927088,19.143175,13.901158,86.847776,74.040176
668,Allison,51.369924,14.620755,4.097378,50.343998,61.607090
885,Althea,59.335923,18.594530,90.224290,45.719022,22.806658
913,Alyson,34.307652,20.806157,75.577240,84.021530,65.981330
766,Alyssa,44.044317,13.091639,20.282880,2.706919,91.470041
899,Alyvia,32.805958,55.022310,9.123374,31.894448,15.002748
95,Amaia,24.437401,40.433530,3.667584,70.571564,87.577404
469,Amalia,51.009996,10.443331,66.619150,20.690434,71.709791
872,Amanda,35.571242,27.801823,64.990666,71.134998,52.021275
269,Amani,22.789938,29.248812,61.984957,67.827613,93.557074
495,Amara,47.082851,35.085592,30.006754,60.143591,14.892538
234,Amaria,48.370989,41.321636,76.495367,21.448128,2.322818
235,Amaris,43.861733,53.820274,0.112392,24.552922,9.806944
796,Amaya,37.359343,43.991904,23.557434,69.574455,14.411668
222,Amelia,53.369674,47.529789,91.591004,5.411300,73.073319
886,Amelie,26.775014,46.408535,81.902401,72.565052,72.431410
159,America,44.567696,31.937837,24.197367,3.084610,68.622836
816,Amethyst,38.269652,28.921058,89.593798,44.591971,85.824263
320,Amia,21.575944,38.200660,5.128060,66.202304,9.518317
842,Amiah,20.495864,27.981482,7.066049,41.694517,12.343165
583,Amina,23.440801,29.636917,23.702357,81.783771,17.069986
324,Aminah,24.284024,53.763992,72.017988,48.656046,65.297514
972,Amiracle,52.147386,16.750385,75.802340,82.083387,11.265925
437,Amiyah,41.803555,51.546776,94.467634,0.186657,43.365604
329,Amora,38.822868,34.871198,55.953406,11.101323,20.029177
42,Amy,36.275983,48.639888,85.989575,82.931713,58.971256
554,Ana,37.057441,33.025933,90.127416,84.423660,68.259025
312,Anabella,57.416163,17.505126,40.421085,96.792138,96.170938
568,Anabelle,21.333664,44.388842,96.181232,69.592940,95.199396
805,Anais,56.609634,24.297465,6.125083,87.313275,80.847479
465,Analia,46.458037,41.686161,86.089254,83.429910,36.981835
172,Analiah,44.443115,21.156571,27.811389,46.827292,69.135616
698,Analise,41.658306,47.508255,58.253088,21.025068,50.838628
233,Anastasia,32.675248,23.518693,36.818658,5.429932,49.711688
560,Anaya,56.031552,30.898939,11.321824,65.178821,86.923041
294,Anayah,21.817464,44.186424,72.400452,39.560388,31.803167
581,Andi,55.015436,54.270793,20.074767,90.787904,82.600482
36,Andie,36.813628,18.395471,86.427950,17.670978,58.786251
349,Andrea,56.937314,31.624616,82.932851,3.802995,72.591809
203,Angel,49.977813,14.885123,33.989320,86.143781,93.423315
964,Angela,59.157197,25.942117,55.787398,44.893013,78.555642
545,Angelina,21.122522,55.835573,87.761421,30.840081,20.042090
165,Ania,47.059035,18.496149,20.957648,44.276028,82.798525
864,Anika,24.922447,40.073112,89.913799,47.564107,41.244629
669,Aniyah,31.474979,12.556393,51.042519,79.405597,48.735626
483,Anja,58.894713,42.122755,1.898724,96.790508,71.048058
722,Annabelle,44.901303,19.106401,98.127757,94.392116,55.110491
426,Annalee,26.300858,55.941813,37.890838,44.955084,57.493222
69,Annaliese,43.509669,28.957558,11.453644,19.990349,98.076319
607,Annalise,21.110400,24.466634,20.458180,64.555352,33.230694
904,Annelise,30.877712,40.688585,28.433133,80.196498,10.078908
368,Annie,33.924418,31.335338,10.809132,14.571203,38.546587
935,Annika,51.392905,51.992542,25.116933,12.771913,19.092225
763,Ansley,58.445611,33.334634,80.113632,10.047472,29.327617
401,Anya,45.615154,55.491357,46.244773,6.501320,94.202125
628,Arabella,45.337511,13.789106,28.585307,5.186791,9.337128
819,Araceli,39.230031,39.685483,60.231246,21.521605,42.353821
976,Aranza,22.121227,13.111210,61.023967,61.057028,11.504835
10,Areli,34.507976,52.467338,80.609639,32.417840,97.914583
300,Arella,30.934150,52.700331,78.452841,7.811621,7.080396
811,Arely,50.228607,31.190878,29.534698,6.364280,20.682594
781,Ari,53.865037,11.808597,44.272840,13.523538,13.617029
230,Aria,56.113893,36.027119,25.225742,28.593701,31.626584
716,Ariadna,37.347462,51.192859,40.359738,64.565635,68.745258
575,Ariadne,47.490255,20.710213,34.434279,91.923960,34.240484
956,Ariah,46.360104,21.659736,19.977045,48.345588,65.011378
341,Ariana,52.970351,13.098147,51.723409,78.100613,86.477094
